actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,GAME_ID
427,PT04M16.00S,2023-01-09T03:32:26.8Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,75,79,2023-01-09T03:32:27Z,4200000,False,,,0,,N. Batum REBOUND (Off:1 Def:4),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,,,426.0,5.0,4.0,1.0,,,,,,,,,,,,,0022200604
428,PT04M13.00S,2023-01-09T03:32:31.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612746,75,79,2023-01-09T03:32:37Z,4210000,False,,,0,,J. Collins shooting personal FOUL (4 PF) (Batum 2 FT),"[1628381, 201587]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627529.0,4.0,0.0,Batum,201587.0,0022200604
430,PT04M13.00S,2023-01-09T03:32:56.6Z,3,REGULAR,freethrow,1 of 2,[],201587,,,1610612746,75,79,2023-01-09T03:32:56Z,4230000,False,,,0,,MISS N. Batum Free Throw 1 of 2,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,,0022200604
431,PT04M13.00S,2023-01-09T03:32:56.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,75,79,2023-01-09T03:32:56Z,4240000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,0022200604
432,PT04M13.00S,2023-01-09T03:32:57.4Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,75,79,2023-01-09T03:33:13Z,4250000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
433,PT04M13.00S,2023-01-09T03:32:57.4Z,3,REGULAR,substitution,out,[],1627749,,,1610612746,75,79,2023-01-09T03:33:13Z,4260000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
434,PT04M13.00S,2023-01-09T03:32:57.4Z,3,REGULAR,substitution,out,[],1628381,,,1610612746,75,79,2023-01-09T03:33:13Z,4270000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
435,PT04M13.00S,2023-01-09T03:32:57.4Z,3,REGULAR,substitution,in,[],1626181,,,1610612746,75,79,2023-01-09T03:33:13Z,4280000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
436,PT04M13.00S,2023-01-09T03:32:57.4Z,3,REGULAR,substitution,in,[],1630552,,,1610612746,75,79,2023-01-09T03:33:13Z,4290000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
437,PT04M13.00S,2023-01-09T03:32:57.4Z,3,REGULAR,substitution,in,[],1629027,,,1610612746,75,79,2023-01-09T03:33:13Z,4300000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
438,PT04M13.00S,2023-01-09T03:33:19.0Z,3,REGULAR,freethrow,2 of 2,[],201587,,,1610612746,76,79,2023-01-09T03:33:19Z,4310000,False,,,0,,N. Batum Free Throw 2 of 2 (6 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,0022200604
439,PT03M56.00S,2023-01-09T03:33:37.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,90.93298291721419,62.974877450980394,1610612737,76,79,2023-01-09T03:39:37Z,4320000,False,65.0,33.0,1,right,MISS O. Okongwu 7' bank Hook,[1630168],1610612737.0,ATL,bank,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,,0022200604
440,PT03M54.00S,2023-01-09T03:33:39.1Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,76,79,2023-01-09T03:33:46Z,4330000,False,,,0,,I. Zubac REBOUND (Off:7 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,439.0,14.0,7.0,7.0,,,,,,,,,,,,,0022200604
441,PT03M35.00S,2023-01-09T03:33:58.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,9.116294349540084,41.91176470588235,1610612746,76,79,2023-01-09T03:34:07Z,4340000,False,40.0,33.0,1,left,MISS N. Powell driving bank Shot,[1626181],1610612746.0,LAC,driving bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,,0022200604
442,PT03M33.00S,2023-01-09T03:34:00.5Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,76,79,2023-01-09T03:34:07Z,4350000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,441.0,4.0,4.0,0.0,,,,,,,,,,,,,0022200604
443,PT03M25.00S,2023-01-09T03:34:08.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,85.20039421813404,63.72549019607843,1610612737,76,79,2023-01-09T03:40:51Z,4360000,False,69.0,87.0,1,right,MISS B. Bogdanovic 11' turnaround fadeaway Shot,[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Right,11.05,Missed,,,,,,,,,,,,,,,,,,,0022200604
444,PT03M22.00S,2023-01-09T03:34:11.4Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,76,79,2023-01-09T03:34:15Z,4370000,False,,,0,,K. Leonard REBOUND (Off:2 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,,,,,443.0,6.0,4.0,2.0,,,,,,,,,,,,,0022200604
445,PT03M12.00S,2023-01-09T03:34:22.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,10.693166885676746,50.49019607843137,1610612746,78,79,2023-01-09T03:34:32Z,4380000,False,-2.0,48.0,1,left,K. Leonard driving floating Jump Shot (20 PTS),[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,,,20.0,,,,,,,,,,,,0022200604
446,PT03M12.00S,2023-01-09T03:34:28.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,78,79,2023-01-09T03:34:28Z,4390000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
447,PT03M12.00S,2023-01-09T03:37:04.3Z,3,REGULAR,substitution,out,[],201587,,,1610612737,78,79,2023-01-09T03:37:17Z,4400000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
448,PT03M12.00S,2023-01-09T03:37:04.3Z,3,REGULAR,substitution,out,[],1630168,,,1610612737,78,79,2023-01-09T03:37:17Z,4410000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
449,PT03M12.00S,2023-01-09T03:37:04.3Z,3,REGULAR,substitution,in,[],202322,,,1610612737,78,79,2023-01-09T03:37:17Z,4420000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
450,PT03M12.00S,2023-01-09T03:37:04.3Z,3,REGULAR,substitution,in,[],1626163,,,1610612737,78,79,2023-01-09T03:37:17Z,4430000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
451,PT02M50.00S,2023-01-09T03:37:48.7Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,78,79,2023-01-09T03:37:55Z,4440000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 202694]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,3.0,Morris Sr.,202694.0,,,,,,0022200604
452,PT02M50.00S,2023-01-09T03:37:48.7Z,3,REGULAR,steal,,[],202694,,,1610612746,78,79,2023-01-09T03:37:51Z,4450000,False,,,0,,M. Morris Sr. STEAL (2 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,0022200604
453,PT02M43.00S,2023-01-09T03:37:55.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626181,15.686596583442835,58.57843137254902,1610612746,80,79,2023-01-09T03:38:04Z,4460000,False,-43.0,95.0,1,left,N. Powell 10' driving floating bank Jump Shot (12 PTS) (J. Wall 3 AST),"[1626181, 202322]",1610612746.0,LAC,driving floating bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,10.42,Made,,,,,,,12.0,J. Wall,202322.0,3.0,,,,,,,,,0022200604
455,PT02M22.00S,2023-01-09T03:38:16.3Z,3,REGULAR,2pt,Jump Shot,[],1629631,92.82194480946123,80.63725490196079,1610612737,80,79,2023-01-09T03:43:32Z,4480000,False,153.0,15.0,1,right,MISS D. Hunter 15' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,15.39,Missed,,,,,,,,,,,,,,,,,,,0022200604
456,PT02M20.00S,2023-01-09T03:38:18.3Z,3,REGULAR,rebound,defensive,[],202322,,,1610612746,80,79,2023-01-09T03:38:19Z,4490000,False,,,0,,J. Wall REBOUND (Off:0 Def:2),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,8-16 Right,,,,,455.0,2.0,2.0,0.0,,,,,,,,,,,,,0022200604
457,PT02M08.00S,2023-01-09T03:38:30.7Z,3,REGULAR,3pt,Jump Shot,[],202694,22.125492772667542,89.70588235294117,1610612746,83,79,2023-01-09T03:38:35Z,4500000,False,-199.0,155.0,1,left,M. Morris Sr. 25' 3PT  (13 PTS) (N. Powell 3 AST),"[202694, 1626181]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,25.22,Made,,,,,,,13.0,N. Powell,1626181.0,3.0,,,,,,,,,0022200604
459,PT01M53.00S,2023-01-09T03:38:45.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.93758212877792,62.254901960784316,1610612737,83,81,2023-01-09T03:44:51Z,4520000,False,61.0,89.0,1,right,T. Young 10' driving floating Jump Shot (16 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,10.82,Made,,,,,,,16.0,,,,,,,,,,,,0022200604
460,PT01M36.00S,2023-01-09T03:39:04.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626163,,,1610612746,83,81,2023-01-09T03:39:09Z,4530000,False,,,0,,F. Kaminsky shooting personal FOUL (1 PF) (Leonard 2 FT),"[1626163, 202695]",1610612737.0,ATL,shooting,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Leonard,202695.0,0022200604
462,PT01M36.00S,2023-01-09T03:39:29.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612746,83,81,2023-01-09T03:39:29Z,4550000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
463,PT01M36.00S,2023-01-09T03:41:13.2Z,3,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,84,81,2023-01-09T03:41:13Z,4560000,False,,,0,,K. Leonard Free Throw 1 of 2 (21 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,,0022200604
464,PT01M36.00S,2023-01-09T03:41:30.5Z,3,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,85,81,2023-01-09T03:41:30Z,4570000,False,,,0,,K. Leonard Free Throw 2 of 2 (22 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,,0022200604
465,PT01M28.00S,2023-01-09T03:41:45.9Z,3,REGULAR,foul,personal,[],202695,,,1610612737,85,81,2023-01-09T03:41:53Z,4580000,False,,,0,,K. Leonard personal FOUL (2 PF),"[202695, 1629631]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Hunter,1629631.0,0022200604
467,PT01M17.00S,2023-01-09T03:42:19.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,85.20039421813404,39.950980392156865,1610612737,85,83,2023-01-09T03:46:03Z,4600000,False,-50.0,87.0,1,right,D. Hunter 10' Jump Shot (18 PTS) (T. Young 4 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,10.01,Made,,,,,,,18.0,T. Young,1629027.0,4.0,,,,,,,,,0022200604
469,PT00M56.20S,2023-01-09T03:42:42.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612746,85,83,2023-01-09T03:42:47Z,4620000,False,,,0,,B. Bogdanovic personal FOUL (1 PF) (Zubac 2 FT),"[203992, 1627826]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Zubac,1627826.0,0022200604
471,PT00M56.20S,2023-01-09T03:43:09.3Z,3,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,86,83,2023-01-09T03:43:09Z,4640000,False,,,0,,I. Zubac Free Throw 1 of 2 (16 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,0022200604
472,PT00M56.20S,2023-01-09T03:43:10.0Z,3,REGULAR,substitution,out,[],202695,,,1610612746,86,83,2023-01-09T03:43:17Z,4650000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
473,PT00M56.20S,2023-01-09T03:43:10.0Z,3,REGULAR,substitution,in,[],1629611,,,1610612746,86,83,2023-01-09T03:43:17Z,4660000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
474,PT00M56.20S,2023-01-09T03:43:33.1Z,3,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,87,83,2023-01-09T03:43:33Z,4670000,False,,,0,,I. Zubac Free Throw 2 of 2 (17 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,,0022200604
475,PT00M42.10S,2023-01-09T03:43:48.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630552,86.99080157687254,60.994944852941174,1610612737,87,85,2023-01-09T03:43:56Z,4680000,False,55.0,70.0,1,right,J. Johnson 8' turnaround Hook (13 PTS) (T. Young 5 AST),"[1630552, 1629027]",1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,8.89,Made,,,,,,,13.0,T. Young,1629027.0,5.0,,,,,,,,,0022200604
477,PT00M36.20S,2023-01-09T03:44:03.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.670827858081481,54.16666666666667,1610612746,87,85,2023-01-09T03:44:09Z,4700000,False,-21.0,20.0,1,left,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,,0022200604
478,PT00M34.20S,2023-01-09T03:44:05.0Z,3,REGULAR,rebound,defensive,[],1626163,,,1610612737,87,85,2023-01-09T03:44:09Z,4710000,False,,,0,,F. Kaminsky REBOUND (Off:2 Def:2),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,,,,,477.0,4.0,2.0,2.0,,,,,,,,,,,,,0022200604
479,PT00M27.30S,2023-01-09T03:44:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,88.74835742444152,49.50980392156863,1610612737,87,85,2023-01-09T03:48:56Z,4720000,False,-2.0,53.0,1,right,MISS B. Bogdanovic driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,,0022200604
480,PT00M24.60S,2023-01-09T03:44:14.5Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,87,85,2023-01-09T03:44:15Z,4730000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,479.0,5.0,5.0,0.0,,,,,,,,,,,,,0022200604
481,PT00M07.20S,2023-01-09T03:44:31.9Z,3,REGULAR,3pt,Jump Shot,[],202694,26.593298291721425,82.1078431372549,1610612746,87,85,2023-01-09T03:44:36Z,4740000,False,-161.0,197.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,,0022200604
482,PT00M04.60S,2023-01-09T03:44:34.5Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,87,85,2023-01-09T03:44:34Z,4750000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,481.0,4.0,4.0,0.0,,,,,,,,,,,,,0022200604
483,PT00M01.50S,2023-01-09T03:44:44.8Z,3,REGULAR,violation,kicked ball,[],1629611,,,1610612737,87,85,2023-01-09T03:44:51Z,4760000,False,,,0,,T. Mann kicked ball VIOLATION,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,1627529.0,,,,,0022200604
484,PT00M00.00S,2023-01-09T03:45:03.4Z,3,REGULAR,3pt,Jump Shot,[],203992,68.11760840998686,12.74509803921569,1610612737,87,85,2023-01-09T03:45:08Z,4770000,False,-186.0,247.0,1,right,MISS B. Bogdanovic 30' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,30.95,Missed,,,,,,,,,,,,,,,,,,,0022200604
485,PT00M00.00S,2023-01-09T03:45:06.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,87,85,2023-01-09T03:45:06Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,484.0,,,,,,,,,,,,,,,,0022200604
486,PT00M00.00S,2023-01-09T03:45:07.0Z,3,REGULAR,period,end,[],0,,,1610612737,87,85,2023-01-09T03:45:07Z,4790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
487,PT12M00.00S,2023-01-09T03:47:26.1Z,4,REGULAR,substitution,out,['startperiod'],202694,,,1610612737,87,85,2023-01-09T03:47:44Z,4800000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
488,PT12M00.00S,2023-01-09T03:47:26.1Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,87,85,2023-01-09T03:47:44Z,4810000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
489,PT12M00.00S,2023-01-09T03:47:26.1Z,4,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,87,85,2023-01-09T03:47:44Z,4820000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
490,PT12M00.00S,2023-01-09T03:47:26.1Z,4,REGULAR,substitution,in,['startperiod'],201587,,,1610612737,87,85,2023-01-09T03:47:44Z,4830000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
491,PT12M00.00S,2023-01-09T03:47:26.1Z,4,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,87,85,2023-01-09T03:47:44Z,4840000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
492,PT12M00.00S,2023-01-09T03:47:26.1Z,4,REGULAR,substitution,in,['startperiod'],1631100,,,1610612737,87,85,2023-01-09T03:47:44Z,4850000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
493,PT12M00.00S,2023-01-09T03:47:46.4Z,4,REGULAR,period,start,[],0,,,1610612746,87,85,2023-01-09T03:47:46Z,4860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
494,PT11M43.00S,2023-01-09T03:48:05.1Z,4,REGULAR,foul,personal,['2freethrow'],1626163,,,1610612746,87,85,2023-01-09T03:48:09Z,4870000,False,,,0,,F. Kaminsky shooting personal FOUL (2 PF) (Powell 2 FT),"[1626163, 1626181]",1610612737.0,ATL,shooting,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Powell,1626181.0,0022200604
496,PT11M43.00S,2023-01-09T03:48:32.0Z,4,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,87,85,2023-01-09T03:48:32Z,4890000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,,0022200604
497,PT11M43.00S,2023-01-09T03:48:32.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,87,85,2023-01-09T03:48:32Z,4900000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,0022200604
498,PT11M43.00S,2023-01-09T03:48:43.9Z,4,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,88,85,2023-01-09T03:48:43Z,4910000,False,,,0,,N. Powell Free Throw 2 of 2 (13 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,0022200604
499,PT11M27.00S,2023-01-09T03:49:01.1Z,4,REGULAR,3pt,Jump Shot,[],203992,68.51182654402103,26.960784313725497,1610612737,88,85,2023-01-09T03:51:24Z,4920000,False,-115.0,243.0,1,right,MISS B. Bogdanovic 26' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,,0022200604
500,PT11M22.00S,2023-01-09T03:49:06.1Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,88,85,2023-01-09T03:49:07Z,4930000,False,,,0,,I. Zubac REBOUND (Off:7 Def:8),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,499.0,15.0,8.0,7.0,,,,,,,,,,,,,0022200604
501,PT11M13.00S,2023-01-09T03:49:15.2Z,4,REGULAR,2pt,Jump Shot,[],1629611,20.54862023653088,32.35294117647058,1610612746,88,85,2023-01-09T03:49:21Z,4940000,False,88.0,141.0,1,left,MISS T. Mann 16' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,16.61,Missed,,,,,,,,,,,,,,,,,,,0022200604
502,PT11M10.00S,2023-01-09T03:49:18.2Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,88,85,2023-01-09T03:49:21Z,4950000,False,,,0,,F. Kaminsky REBOUND (Off:2 Def:3),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Mid-Range,16-24 Right Center,,,,,501.0,5.0,3.0,2.0,,,,,,,,,,,,,0022200604
503,PT11M01.00S,2023-01-09T03:49:27.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.55913272010513,45.34313725490197,1610612737,88,85,2023-01-09T03:49:31Z,4960000,False,-23.0,17.0,1,right,MISS D. Murray driving Layup - blocked,"[1627749, 201587]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.91,Missed,Batum,201587.0,,,,,,,,,,,,,,,,,0022200604
504,PT11M01.00S,2023-01-09T03:49:27.1Z,4,REGULAR,block,,[],201587,,,1610612737,88,85,2023-01-09T03:49:29Z,4970000,False,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,0022200604
505,PT10M58.00S,2023-01-09T03:49:30.1Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,88,85,2023-01-09T03:49:31Z,4980000,False,,,0,,I. Zubac REBOUND (Off:7 Def:9),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,503.0,16.0,9.0,7.0,,,,,,,,,,,,,0022200604
506,PT10M55.00S,2023-01-09T03:49:32.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,7.227332457293031,94.58486519607843,1610612746,88,85,2023-01-09T03:49:49Z,4990000,False,-223.0,15.0,1,left,MISS N. Powell running 3PT,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,,0022200604
