actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,GAME_ID
187,PT10M15.00S,2023-01-09T02:38:34.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629650,86.90867279894876,48.28431372549019,1610612746,30,29,2023-01-09T02:38:40Z,1840000,False,-9.0,71.0,1,right,MISS M. Brown 7' turnaround Hook,[1629650],1610612746.0,LAC,turnaround,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,,0022200604
188,PT10M13.00S,2023-01-09T02:38:36.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,30,29,2023-01-09T02:38:40Z,1850000,False,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,187.0,2.0,1.0,1.0,,,,,,,,,,,,,0022200604
189,PT10M06.00S,2023-01-09T02:38:44.2Z,2,REGULAR,2pt,Jump Shot,[],1627749,14.635348226018394,75.98039215686275,1610612737,30,31,2023-01-09T02:38:48Z,1860000,False,-130.0,85.0,1,left,D. Murray 15' pullup Jump Shot (8 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,15.53,Made,,,,,,,8.0,,,,,,,,,,,,0022200604
190,PT09M49.00S,2023-01-09T02:39:01.2Z,2,REGULAR,2pt,Jump Shot,[],1626181,76.26478318002628,72.30392156862744,1610612746,30,31,2023-01-09T02:39:06Z,1870000,False,112.0,171.0,1,right,MISS N. Powell 20' pullup Shot,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right Center,20.38,Missed,,,,,,,,,,,,,,,,,,,0022200604
191,PT09M46.00S,2023-01-09T02:39:04.2Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,30,31,2023-01-09T02:39:06Z,1880000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,0022200604
192,PT09M40.00S,2023-01-09T02:39:10.7Z,2,REGULAR,3pt,Jump Shot,[],1630552,9.116294349540084,96.32352941176471,1610612737,30,34,2023-01-09T02:39:16Z,1890000,False,-232.0,33.0,1,left,J. Johnson 3PT  (7 PTS) (B. Bogdanovic 2 AST),"[1630552, 203992]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,23.4,Made,,,,,,,7.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,0022200604
194,PT09M17.00S,2023-01-09T02:39:34.2Z,2,REGULAR,turnover,bad pass,[],1626181,,,1610612746,30,34,2023-01-09T02:39:37Z,1910000,False,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 1630552]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Johnson,1630552.0,,,,,,0022200604
195,PT09M17.00S,2023-01-09T02:39:34.2Z,2,REGULAR,steal,,[],1630552,,,1610612737,30,34,2023-01-09T02:39:36Z,1920000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,,0022200604
196,PT09M15.00S,2023-01-09T02:39:37.6Z,2,REGULAR,foul,personal,['2freethrow'],202322,,,1610612737,30,34,2023-01-09T02:39:46Z,1930000,False,,,0,,J. Wall shooting personal FOUL (1 PF) (Johnson 2 FT),"[202322, 1630552]",1610612746.0,LAC,shooting,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Johnson,1630552.0,0022200604
198,PT09M15.00S,2023-01-09T02:40:07.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630552,,,1610612737,30,34,2023-01-09T02:40:07Z,1950000,False,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,,0022200604
199,PT09M15.00S,2023-01-09T02:40:07.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,30,34,2023-01-09T02:40:07Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,0022200604
200,PT09M15.00S,2023-01-09T02:40:08.5Z,2,REGULAR,substitution,out,[],1629650,,,1610612737,30,34,2023-01-09T02:40:12Z,1970000,False,,,0,,SUB out: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
201,PT09M15.00S,2023-01-09T02:40:08.5Z,2,REGULAR,substitution,in,[],1627826,,,1610612737,30,34,2023-01-09T02:40:12Z,1980000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
202,PT09M15.00S,2023-01-09T02:40:23.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630552,,,1610612737,30,35,2023-01-09T02:40:23Z,1990000,False,,,0,,J. Johnson Free Throw 2 of 2 (8 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,0022200604
203,PT08M53.00S,2023-01-09T02:40:52.0Z,2,REGULAR,3pt,Jump Shot,[],202322,94.13600525624179,4.166666666666657,1610612746,30,35,2023-01-09T02:40:56Z,2000000,False,-229.0,3.0,1,right,MISS J. Wall 3PT,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,,0022200604
204,PT08M50.00S,2023-01-09T02:40:55.0Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,30,35,2023-01-09T02:40:56Z,2010000,False,,,0,,T. Mann REBOUND (Off:2 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,203.0,2.0,0.0,2.0,,,,,,,,,,,,,0022200604
205,PT08M47.00S,2023-01-09T02:40:57.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,67.65768725361366,43.826593137254896,1610612746,30,35,2023-01-09T02:41:05Z,2020000,False,-31.0,252.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,,0022200604
206,PT08M44.00S,2023-01-09T02:41:00.7Z,2,REGULAR,rebound,defensive,[],1626163,,,1610612737,30,35,2023-01-09T02:41:05Z,2030000,False,,,0,,F. Kaminsky REBOUND (Off:2 Def:1),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Above the Break 3,24+ Center,,,,,205.0,3.0,1.0,2.0,,,,,,,,,,,,,0022200604
207,PT08M26.00S,2023-01-09T02:41:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,15.292378449408673,46.81372549019608,1610612737,30,37,2023-01-09T02:41:25Z,2040000,False,16.0,91.0,1,left,B. Bogdanovic 9' step back Jump Shot (4 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,9.26,Made,,,,,,,4.0,,,,,,,,,,,,0022200604
208,PT08M07.00S,2023-01-09T02:41:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,87.69710906701708,49.50980392156863,1610612746,30,37,2023-01-09T02:44:31Z,2050000,False,-2.0,63.0,1,right,MISS N. Powell 6' driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,,0022200604
209,PT08M04.00S,2023-01-09T02:41:40.9Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,30,37,2023-01-09T02:41:48Z,2060000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,208.0,3.0,3.0,0.0,,,,,,,,,,,,,0022200604
210,PT07M53.00S,2023-01-09T02:41:51.3Z,2,REGULAR,3pt,Jump Shot,[],1630552,32.24375821287779,50.0,1610612737,30,40,2023-01-09T02:41:56Z,2070000,False,0.0,251.0,1,left,J. Johnson 25' 3PT  (11 PTS) (D. Murray 3 AST),"[1630552, 1627749]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,,,11.0,D. Murray,1627749.0,3.0,,,,,,,,,0022200604
212,PT07M52.00S,2023-01-09T02:41:57.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,30,40,2023-01-09T02:41:57Z,2090000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
213,PT07M52.00S,2023-01-09T02:44:37.1Z,2,REGULAR,substitution,out,[],202704,,,1610612746,30,40,2023-01-09T02:44:47Z,2100000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
214,PT07M52.00S,2023-01-09T02:44:37.1Z,2,REGULAR,substitution,in,[],202695,,,1610612746,30,40,2023-01-09T02:44:47Z,2110000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
215,PT07M41.00S,2023-01-09T02:45:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.42772667542707,46.32352941176471,1610612746,32,40,2023-01-09T02:45:21Z,2120000,False,-18.0,19.0,1,right,I. Zubac Layup (9 PTS) (J. Wall 2 AST),"[1627826, 202322]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,9.0,J. Wall,202322.0,2.0,,,,,,,,,0022200604
217,PT07M26.00S,2023-01-09T02:45:19.1Z,2,REGULAR,3pt,Jump Shot,[],203992,31.45532194480947,76.22549019607843,1610612737,32,40,2023-01-09T02:45:29Z,2140000,False,-131.0,243.0,1,left,MISS B. Bogdanovic 27' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,,0022200604
218,PT07M23.00S,2023-01-09T02:45:22.1Z,2,REGULAR,rebound,defensive,[],202322,,,1610612746,32,40,2023-01-09T02:45:29Z,2150000,False,,,0,,J. Wall REBOUND (Off:0 Def:1),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Left Center,,,,,217.0,1.0,1.0,0.0,,,,,,,,,,,,,0022200604
219,PT07M18.00S,2023-01-09T02:45:27.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202322,92.29632063074901,55.14705882352941,1610612746,34,40,2023-01-09T02:46:07Z,2160000,False,26.0,20.0,1,right,J. Wall running Layup (2 PTS),[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,,,2.0,,,,,,,,,,,,0022200604
220,PT07M00.00S,2023-01-09T02:45:48.2Z,2,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,34,40,2023-01-09T02:45:56Z,2170000,False,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,bad pass,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,203591.0,,,,,0022200604
221,PT07M00.00S,2023-01-09T02:45:57.0Z,2,REGULAR,substitution,out,[],1626163,,,1610612746,34,40,2023-01-09T02:46:00Z,2180000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
222,PT07M00.00S,2023-01-09T02:45:57.0Z,2,REGULAR,substitution,out,[],1630552,,,1610612746,34,40,2023-01-09T02:46:00Z,2190000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
223,PT07M00.00S,2023-01-09T02:45:57.0Z,2,REGULAR,substitution,in,[],1629631,,,1610612746,34,40,2023-01-09T02:46:00Z,2200000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
224,PT07M00.00S,2023-01-09T02:45:57.0Z,2,REGULAR,substitution,in,[],1630168,,,1610612746,34,40,2023-01-09T02:46:00Z,2210000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
225,PT06M47.00S,2023-01-09T02:46:20.5Z,2,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612746,34,40,2023-01-09T02:46:25Z,2220000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Leonard 2 FT),"[1629631, 202695]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Leonard,202695.0,0022200604
227,PT06M47.00S,2023-01-09T02:46:46.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202695,,,1610612746,35,40,2023-01-09T02:46:46Z,2240000,False,,,0,,K. Leonard Free Throw 1 of 2 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,0022200604
228,PT06M47.00S,2023-01-09T02:46:47.2Z,2,REGULAR,substitution,out,[],1627749,,,1610612746,35,40,2023-01-09T02:46:53Z,2250000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
229,PT06M47.00S,2023-01-09T02:46:47.2Z,2,REGULAR,substitution,in,[],1629027,,,1610612746,35,40,2023-01-09T02:46:53Z,2260000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
230,PT06M47.00S,2023-01-09T02:47:06.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202695,,,1610612746,36,40,2023-01-09T02:47:06Z,2270000,False,,,0,,K. Leonard Free Throw 2 of 2 (8 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,0022200604
231,PT06M28.00S,2023-01-09T02:47:27.3Z,2,REGULAR,3pt,Jump Shot,[],1631100,29.09001314060447,22.549019607843135,1610612737,36,43,2023-01-09T02:47:33Z,2280000,False,137.0,221.0,1,left,A. Griffin 26' 3PT  (5 PTS) (B. Bogdanovic 3 AST),"[1631100, 203992]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,26.01,Made,,,,,,,5.0,B. Bogdanovic,203992.0,3.0,,,,,,,,,0022200604
233,PT06M19.00S,2023-01-09T02:47:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202322,92.42772667542707,55.63725490196079,1610612746,36,43,2023-01-09T02:47:53Z,2300000,False,28.0,19.0,1,right,MISS J. Wall driving Layup - blocked,"[202322, 1630168]",1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.38,Missed,Okongwu,1630168.0,,,,,,,,,,,,,,,,,0022200604
234,PT06M19.00S,2023-01-09T02:47:48.2Z,2,REGULAR,block,,[],1630168,,,1610612746,36,43,2023-01-09T02:47:50Z,2310000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,0022200604
235,PT06M19.00S,2023-01-09T02:47:48.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,36,43,2023-01-09T02:47:53Z,2320000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,233.0,,,,,,,,,,,,,,,,0022200604
237,PT06M06.00S,2023-01-09T02:48:06.4Z,2,REGULAR,2pt,Jump Shot,[],1629027,21.994086727989497,34.803921568627445,1610612737,36,45,2023-01-09T02:48:10Z,2340000,False,76.0,154.0,1,left,T. Young 17' pullup Jump Shot (4 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,17.19,Made,,,,,,,4.0,,,,,,,,,,,,0022200604
238,PT05M39.00S,2023-01-09T02:48:33.3Z,2,REGULAR,2pt,Jump Shot,[],202322,77.66097240473061,63.88250612745098,1610612746,36,45,2023-01-09T02:49:11Z,2350000,False,69.0,157.0,1,right,MISS J. Wall 17' pullup Shot - blocked,"[202322, 1631100]",1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,17.21,Missed,Griffin,1631100.0,,,,,,,,,,,,,,,,,0022200604
239,PT05M39.00S,2023-01-09T02:48:33.3Z,2,REGULAR,block,,[],1631100,,,1610612746,36,45,2023-01-09T02:48:35Z,2360000,False,,,0,,A. Griffin BLOCK (1 BLK),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,,0022200604
240,PT05M36.00S,2023-01-09T02:48:36.3Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,36,45,2023-01-09T02:48:38Z,2370000,False,,,0,,T. Mann REBOUND (Off:3 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,238.0,3.0,0.0,3.0,,,,,,,,,,,,,0022200604
241,PT05M34.00S,2023-01-09T02:48:37.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629611,83.88633377135349,78.67647058823529,1610612746,36,45,2023-01-09T02:49:24Z,2380000,False,143.0,99.0,1,right,MISS T. Mann 17' turnaround fadeaway Shot,[1629611],1610612746.0,LAC,turnaround fadeaway,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right,17.43,Missed,,,,,,,,,,,,,,,,,,,0022200604
242,PT05M34.00S,2023-01-09T02:48:37.1Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,36,45,2023-01-09T02:48:43Z,2390000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,0022200604
244,PT05M34.00S,2023-01-09T02:48:48.8Z,2,REGULAR,substitution,out,[],202322,,,1610612737,36,45,2023-01-09T02:48:50Z,2410000,False,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
245,PT05M34.00S,2023-01-09T02:48:48.8Z,2,REGULAR,substitution,in,[],201587,,,1610612737,36,45,2023-01-09T02:48:50Z,2420000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
246,PT05M21.00S,2023-01-09T02:49:16.3Z,2,REGULAR,3pt,Jump Shot,[],203992,22.519710906701704,90.93137254901961,1610612737,36,45,2023-01-09T02:49:23Z,2430000,False,-205.0,159.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,,0022200604
247,PT05M14.00S,2023-01-09T02:49:23.3Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,36,45,2023-01-09T02:49:23Z,2440000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,246.0,3.0,2.0,1.0,,,,,,,,,,,,,0022200604
248,PT05M14.00S,2023-01-09T02:49:22.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,36,47,2023-01-09T02:49:25Z,2450000,False,0.0,0.0,1,left,O. Okongwu tip DUNK (2 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,,0022200604
249,PT04M58.00S,2023-01-09T02:49:39.0Z,2,REGULAR,2pt,Jump Shot,[],202695,78.49868593955321,49.754901960784316,1610612746,38,47,2023-01-09T02:49:46Z,2460000,False,-1.0,150.0,1,right,K. Leonard 14' pullup Jump Shot (10 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,14.96,Made,,,,,,,10.0,,,,,,,,,,,,0022200604
250,PT04M45.00S,2023-01-09T02:49:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629027,31.718134034165573,37.99019607843137,1610612737,38,50,2023-01-09T02:49:58Z,2470000,False,60.0,246.0,1,left,T. Young 25' 3PT pullup (7 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.29,Made,,,,,,,7.0,,,,,,,,,,,,0022200604
251,PT04M30.00S,2023-01-09T02:50:07.0Z,2,REGULAR,3pt,Jump Shot,[],1626181,68.64323258869908,72.79411764705883,1610612746,41,50,2023-01-09T02:50:12Z,2480000,False,114.0,242.0,1,right,N. Powell 26' 3PT  (5 PTS) (N. Batum 2 AST),"[1626181, 201587]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.78,Made,,,,,,,5.0,N. Batum,201587.0,2.0,,,,,,,,,0022200604
253,PT04M19.00S,2023-01-09T02:50:19.9Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,41,50,2023-01-09T02:50:25Z,2500000,False,,,0,,T. Young lost ball out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,lost ball,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,203591.0,,,,,0022200604
254,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,41,50,2023-01-09T02:50:35Z,2510000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
255,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,out,[],203992,,,1610612746,41,50,2023-01-09T02:50:35Z,2520000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
256,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,out,[],1631100,,,1610612746,41,50,2023-01-09T02:50:35Z,2530000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
257,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,in,[],202694,,,1610612746,41,50,2023-01-09T02:50:35Z,2540000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
258,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,in,[],1627749,,,1610612746,41,50,2023-01-09T02:50:35Z,2550000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
259,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,in,[],1628381,,,1610612746,41,50,2023-01-09T02:50:35Z,2560000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
260,PT04M07.00S,2023-01-09T02:50:51.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202695,86.12023653088042,49.50980392156863,1610612746,41,50,2023-01-09T02:50:54Z,2570000,False,-2.0,78.0,1,right,MISS K. Leonard 7' turnaround Hook,[202695],1610612746.0,LAC,turnaround,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,,0022200604
261,PT04M04.00S,2023-01-09T02:50:54.3Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,41,50,2023-01-09T02:50:54Z,2580000,False,,,0,,I. Zubac REBOUND (Off:4 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,260.0,6.0,2.0,4.0,,,,,,,,,,,,,0022200604
262,PT04M04.00S,2023-01-09T02:50:54.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627826,94.40999984741211,50.0,1610612746,41,50,2023-01-09T02:50:58Z,2590000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,,0022200604
263,PT04M04.00S,2023-01-09T02:50:54.3Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,41,50,2023-01-09T02:50:58Z,2600000,False,,,0,,I. Zubac REBOUND (Off:5 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,262.0,7.0,2.0,5.0,,,,,,,,,,,,,0022200604
264,PT04M04.00S,2023-01-09T02:50:57.7Z,2,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,41,50,2023-01-09T02:51:22Z,2610000,False,,,0,,I. Zubac step out-of-bounds TURNOVER (1 TO),[1627826],1610612746.0,LAC,step,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,2882.0,,,,,0022200604
